variable,coef,se_hc1,t_stat,p_value_norm_approx,ci95_low,ci95_high
post,-0.00034400938812773844,0.0001716798723896083,-2.0037840390925243,0.04509319930503071,-0.0006805019380113706,-7.516838244106181e-06
sp500_return,1.1275759512943468,0.010981814389560663,102.67665353789107,0.0,1.1060515950908079,1.1491003074978858
vix,-8.515487015625482e-07,1.9654847471642245e-05,-0.04332512388056694,0.965442364061525,-3.937504974598135e-05,3.767195234285625e-05
