variable,coef,se_hc1,t_stat,p_value,ci95_low,ci95_high
post,0.01459217887366805,0.013628252265130831,1.070730023908019,0.284290838778904,-0.012119195565988379,0.04130355331332448
article_volume_log,-0.01607709235954849,0.0018758554040046438,-8.570539245843007,1.0300157414777965e-17,-0.01975376895139759,-0.012400415767699388
