company_id,ticker,article_date,n_articles,mean_stance,median_stance,weighted_mean_stance
80,BA,2017-01-28,3,0.080014,0.059712,0.080014
80,BA,2017-01-29,6,-0.21742099999999998,-0.3606025,-0.21742099999999998
80,BA,2017-01-30,13,-0.05489046153846154,-0.086949,-0.05489046153846154
80,BA,2017-01-31,6,0.021301333333333335,0.026123,0.021301333333333335
80,BA,2017-02-01,11,-0.08359618181818183,0.035611,-0.08359618181818183
80,BA,2017-02-02,3,-0.10130833333333333,-0.141195,-0.10130833333333333
80,BA,2017-02-03,6,-0.1861305,-0.075193,-0.1861305
80,BA,2017-02-04,4,0.052535,-0.024242999999999997,0.052535
80,BA,2017-02-05,3,0.4002593333333333,0.446592,0.4002593333333333
80,BA,2017-02-06,1,0.730442,0.730442,0.730442
80,BA,2017-02-07,7,-0.23167014285714285,-0.012073,-0.23167014285714285
80,BA,2017-02-08,4,0.34510375000000004,0.432288,0.34510375000000004
80,BA,2017-02-09,18,0.3304686666666667,0.3309125,0.3304686666666667
80,BA,2017-02-10,10,0.35375140000000005,0.3180635,0.35375140000000005
80,BA,2017-02-11,2,-0.020626499999999996,-0.020626499999999996,-0.020626499999999996
80,BA,2017-02-12,2,-0.2351725,-0.2351725,-0.2351725
80,BA,2017-02-13,2,0.182314,0.182314,0.182314
80,BA,2017-02-14,10,-0.327018,-0.331121,-0.327018
80,BA,2017-02-15,13,-0.0002384615384615421,0.021582,-0.0002384615384615421
80,BA,2017-02-16,6,-0.12843866666666667,-0.081894,-0.12843866666666667
80,BA,2017-02-17,11,-0.005273000000000008,0.004633,-0.005273000000000008
80,BA,2017-02-18,15,0.1326854,0.07746,0.1326854
80,BA,2017-02-19,8,-0.275567375,-0.32321,-0.275567375
80,BA,2017-02-20,5,-0.0963908,0.000973999999999999,-0.0963908
80,BA,2017-02-21,4,0.12679525,0.0633755,0.12679525
80,BA,2017-02-22,4,0.22102325,0.1733055,0.22102325
80,BA,2017-02-23,2,0.09361599999999999,0.09361599999999999,0.09361599999999999
80,BA,2017-02-24,8,0.017783374999999997,-0.059465000000000004,0.017783374999999997
80,BA,2017-02-25,15,-0.07752346666666667,-0.077519,-0.07752346666666667
80,BA,2017-02-26,5,-0.023581,-0.019559,-0.023581
80,BA,2017-02-27,8,0.042982000000000006,0.015928,0.042982000000000006
80,BA,2017-02-28,5,-0.48326979999999997,-0.715977,-0.48326979999999997
80,BA,2017-03-01,2,0.3058275,0.3058275,0.3058275
80,BA,2017-03-02,2,0.0487,0.0487,0.0487
80,BA,2017-03-03,10,0.10837939999999999,0.034196500000000005,0.10837939999999999
80,BA,2017-03-04,6,-0.011349499999999998,0.0219035,-0.011349499999999998
80,BA,2017-03-05,10,-0.2166684,0.020381499999999993,-0.2166684
80,BA,2017-03-06,2,-0.07474549999999999,-0.07474549999999999,-0.07474549999999999
80,BA,2017-03-07,9,0.02919122222222222,0.029298,0.02919122222222222
80,BA,2017-03-08,4,-0.50131,-0.5248025,-0.50131
80,BA,2017-03-09,3,0.5557296666666667,0.811325,0.5557296666666667
80,BA,2017-03-10,9,-0.04089388888888888,-0.044162,-0.04089388888888888
80,BA,2017-03-11,2,-0.3711015,-0.3711015,-0.3711015
80,BA,2017-03-12,1,0.791448,0.791448,0.791448
80,BA,2017-03-13,4,0.15191125,0.1386595,0.15191125
80,BA,2017-03-14,2,0.132515,0.132515,0.132515
80,BA,2017-03-15,8,-0.021924375000000013,0.0432665,-0.021924375000000013
80,BA,2017-03-16,3,0.2114666666666667,0.099495,0.2114666666666667
80,BA,2017-03-17,9,0.04214177777777777,0.016867,0.04214177777777777
80,BA,2017-03-18,8,0.07917212500000001,-0.026486000000000003,0.07917212500000001
80,BA,2017-03-21,3,-0.21365366666666666,-0.258114,-0.21365366666666666
80,BA,2017-03-22,3,-0.2605903333333333,-0.458944,-0.2605903333333333
80,BA,2017-03-23,2,-0.0010185000000000055,-0.0010185000000000055,-0.0010185000000000055
80,BA,2017-03-24,8,-0.14984999999999998,-0.1123855,-0.14984999999999998
80,BA,2017-03-25,5,-0.1786828,0.00824,-0.1786828
80,BA,2017-03-26,6,-0.3297695,-0.3255625,-0.3297695
80,BA,2017-03-27,5,0.007039800000000018,-0.039489,0.007039800000000018
80,BA,2017-03-28,1,0.281939,0.281939,0.281939
80,BA,2017-03-29,7,-0.13510357142857143,-0.0332,-0.13510357142857143
80,BA,2017-03-30,2,-0.24053600000000003,-0.24053600000000003,-0.24053600000000003
80,BA,2017-03-31,11,0.0033441818181818225,0.031426,0.0033441818181818225
80,BA,2017-04-01,15,-0.022788999999999983,0.039047,-0.022788999999999983
80,BA,2017-04-02,3,-0.06194066666666664,-0.040077,-0.06194066666666664
80,BA,2017-04-03,6,0.2996566666666667,0.14524700000000001,0.2996566666666667
80,BA,2017-04-04,8,0.23300975000000002,0.2661065,0.23300975000000002
80,BA,2017-04-05,2,0.7115715,0.7115715,0.7115715
80,BA,2017-04-06,12,0.24075441666666667,0.242146,0.24075441666666667
80,BA,2017-04-07,2,0.1502945,0.1502945,0.1502945
80,BA,2017-04-08,4,-0.161487,-0.014109499999999999,-0.161487
80,BA,2017-04-09,3,0.21215166666666666,0.494143,0.21215166666666666
80,BA,2017-04-10,7,0.14685742857142858,0.021403,0.14685742857142858
80,BA,2017-04-11,7,-0.02236342857142857,0.065211,-0.02236342857142857
80,BA,2017-04-12,7,-0.2816615714285714,-0.539397,-0.2816615714285714
80,BA,2017-04-13,6,0.052676499999999994,0.4252105,0.052676499999999994
80,BA,2017-04-14,5,0.317562,0.167183,0.317562
80,BA,2017-04-15,4,-0.09381449999999998,0.0891585,-0.09381449999999998
80,BA,2017-04-16,5,-0.1034422,-0.149454,-0.1034422
80,BA,2017-04-18,9,0.03885766666666665,0.304414,0.03885766666666665
80,BA,2017-04-19,6,-0.29652316666666667,-0.2531465,-0.29652316666666667
80,BA,2017-04-20,1,-0.180526,-0.180526,-0.180526
80,BA,2017-04-21,3,0.36409733333333333,0.513941,0.36409733333333333
80,BA,2017-04-22,2,0.176627,0.176627,0.176627
80,BA,2017-04-23,7,-0.08155557142857144,0.05809,-0.08155557142857144
80,BA,2017-04-24,1,-0.871351,-0.871351,-0.871351
80,BA,2017-04-25,9,0.047638999999999994,-0.027646,0.047638999999999994
80,BA,2017-04-26,7,-0.0005810000000000061,0.138692,-0.0005810000000000061
80,BA,2017-04-27,2,-0.21574549999999998,-0.21574549999999998,-0.21574549999999998
80,BA,2017-04-28,4,0.11991549999999998,-0.0964205,0.11991549999999998
80,BA,2017-04-29,1,-0.556265,-0.556265,-0.556265
80,BA,2017-05-01,5,-0.15326959999999998,-0.117562,-0.15326959999999998
80,BA,2017-05-02,1,0.301307,0.301307,0.301307
80,BA,2017-05-03,5,-0.0934564,0.026367,-0.0934564
80,BA,2017-05-04,2,0.0895275,0.0895275,0.0895275
80,BA,2017-05-05,11,0.0025750909090909106,-0.033925,0.0025750909090909106
80,BA,2017-05-06,6,0.022136166666666665,-0.0630555,0.022136166666666665
80,BA,2017-05-08,6,-0.0012221666666666655,0.011390500000000001,-0.0012221666666666655
80,BA,2017-05-09,4,-0.40376775,-0.450269,-0.40376775
80,BA,2017-05-10,3,0.20557666666666666,0.041545,0.20557666666666666
80,BA,2017-05-11,6,-0.11322150000000002,-0.203768,-0.11322150000000002
80,BA,2017-05-12,6,0.11764283333333335,0.12410650000000001,0.11764283333333335
80,BA,2017-05-13,5,-0.1418776,-0.004504,-0.1418776
80,BA,2017-05-14,1,0.707419,0.707419,0.707419
80,BA,2017-05-15,3,-0.15333733333333333,0.021482,-0.15333733333333333
80,BA,2017-05-16,1,0.030436,0.030436,0.030436
80,BA,2017-05-17,4,0.39739775,0.3592795,0.39739775
80,BA,2017-05-18,4,-0.18980025,-0.008900000000000005,-0.18980025
80,BA,2017-05-19,4,-0.25177400000000005,-0.266079,-0.25177400000000005
80,BA,2017-05-20,2,0.009083500000000022,0.009083500000000022,0.009083500000000022
80,BA,2017-05-21,1,0.381406,0.381406,0.381406
80,BA,2017-05-22,18,0.024320333333333336,0.0017669999999999975,0.024320333333333336
80,BA,2017-05-23,9,-0.3714758888888889,-0.632304,-0.3714758888888889
80,BA,2017-05-24,6,0.04353033333333334,0.036116499999999996,0.04353033333333334
80,BA,2017-05-25,6,0.27669083333333333,0.134735,0.27669083333333333
80,BA,2017-05-26,3,-0.28396266666666664,-0.160976,-0.28396266666666664
80,BA,2017-05-27,18,-0.47368611111111114,-0.632933,-0.47368611111111114
80,BA,2017-05-28,14,-0.34094428571428576,-0.224927,-0.34094428571428576
80,BA,2017-05-29,18,-0.4916498333333334,-0.641423,-0.4916498333333334
80,BA,2017-05-30,10,-0.005004300000000008,0.044815999999999995,-0.005004300000000008
80,BA,2017-05-31,12,0.029781749999999996,-0.056501499999999996,0.029781749999999996
80,BA,2017-06-01,11,-0.10689527272727273,0.049279,-0.10689527272727273
80,BA,2017-06-02,7,-0.17477157142857144,-0.008342,-0.17477157142857144
80,BA,2017-06-03,5,-0.529646,-0.81673,-0.529646
80,BA,2017-06-04,2,0.415364,0.415364,0.415364
80,BA,2017-06-05,2,-0.1122945,-0.1122945,-0.1122945
80,BA,2017-06-06,6,0.143358,0.1890125,0.143358
80,BA,2017-06-07,1,-0.773283,-0.773283,-0.773283
80,BA,2017-06-08,15,0.15083013333333334,0.101714,0.15083013333333334
80,BA,2017-06-09,6,0.11785966666666665,0.0063855000000000006,0.11785966666666665
80,BA,2017-06-10,9,-0.027942111111111126,0.17296,-0.027942111111111126
80,BA,2017-06-12,2,-0.11370850000000002,-0.11370850000000002,-0.11370850000000002
80,BA,2017-06-13,3,-0.23122033333333333,-0.190989,-0.23122033333333333
80,BA,2017-06-14,4,0.5053345,0.6741710000000001,0.5053345
80,BA,2017-06-15,9,-0.034466,0.027193,-0.034466
80,BA,2017-06-16,4,0.18917699999999998,0.0427145,0.18917699999999998
80,BA,2017-06-17,9,-0.14240366666666665,-0.191046,-0.14240366666666665
80,BA,2017-06-18,6,0.30304949999999997,0.3593355,0.30304949999999997
80,BA,2017-06-19,42,0.17999809523809523,0.0580335,0.17999809523809523
80,BA,2017-06-20,26,0.25826326923076925,0.125346,0.25826326923076925
80,BA,2017-06-21,15,0.1169004,0.007204,0.1169004
80,BA,2017-06-22,11,0.22167263636363635,0.541905,0.22167263636363635
80,BA,2017-06-23,7,0.07117314285714285,0.067107,0.07117314285714285
80,BA,2017-06-24,1,-0.010259,-0.010259,-0.010259
80,BA,2017-06-26,5,0.1508376,0.085339,0.1508376
80,BA,2017-06-27,8,0.179866,0.175942,0.179866
80,BA,2017-06-28,9,0.039778999999999995,0.079674,0.039778999999999995
80,BA,2017-06-29,2,0.2638255,0.2638255,0.2638255
80,BA,2017-06-30,10,0.1116357,0.052843,0.1116357
80,BA,2017-07-01,4,-0.21247975000000002,-0.010269999999999998,-0.21247975000000002
80,BA,2017-07-02,1,-0.265834,-0.265834,-0.265834
80,BA,2017-07-03,3,0.5000556666666667,0.55977,0.5000556666666667
80,BA,2017-07-04,5,-0.3957598,-0.145353,-0.3957598
80,BA,2017-07-05,2,0.3064245,0.3064245,0.3064245
80,BA,2017-07-06,4,0.23424775000000003,0.0912305,0.23424775000000003
80,BA,2017-07-07,3,0.21269933333333335,0.232167,0.21269933333333335
80,BA,2017-07-08,4,-0.10705900000000002,0.071784,-0.10705900000000002
80,BA,2017-07-09,2,-0.006475499999999999,-0.006475499999999999,-0.006475499999999999
80,BA,2017-07-10,8,0.018512,0.034499,0.018512
80,BA,2017-07-11,3,-0.013343333333333332,0.043613,-0.013343333333333332
80,BA,2017-07-12,3,0.24982333333333331,0.290844,0.24982333333333331
80,BA,2017-07-13,5,-0.023747799999999996,0.126697,-0.023747799999999996
80,BA,2017-07-14,6,-0.20840216666666667,-0.098688,-0.20840216666666667
80,BA,2017-07-15,5,-0.1157042,0.107884,-0.1157042
80,BA,2017-07-16,10,-0.3117788,-0.2811745,-0.3117788
80,BA,2017-07-17,10,0.1273968,0.1309595,0.1273968
80,BA,2017-07-18,9,0.027977000000000005,0.030277,0.027977000000000005
80,BA,2017-07-19,3,0.026570333333333335,0.022931,0.026570333333333335
80,BA,2017-07-20,4,0.04678275,0.0317605,0.04678275
80,BA,2017-07-21,6,0.231274,0.2357025,0.231274
80,BA,2017-07-22,1,-0.034269,-0.034269,-0.034269
80,BA,2017-07-23,4,-0.08762500000000001,-0.011980000000000001,-0.08762500000000001
80,BA,2017-07-24,7,0.055771999999999995,0.028032,0.055771999999999995
80,BA,2017-07-25,8,0.28799025,0.1939665,0.28799025
80,BA,2017-07-26,24,0.361061,0.24683349999999998,0.361061
80,BA,2017-07-27,11,-0.019915909090909095,0.012449,-0.019915909090909095
80,BA,2017-07-28,6,0.19143949999999998,0.283708,0.19143949999999998
80,BA,2017-07-29,3,-0.18064366666666665,0.016221,-0.18064366666666665
80,BA,2017-07-30,1,-0.270941,-0.270941,-0.270941
80,BA,2017-07-31,31,0.25581003225806453,0.192174,0.25581003225806453
80,BA,2017-08-01,13,0.04897599999999999,0.062175,0.04897599999999999
80,BA,2017-08-02,10,-0.2760682,-0.2731905,-0.2760682
80,BA,2017-08-03,2,0.18891249999999998,0.18891249999999998,0.18891249999999998
80,BA,2017-08-04,3,-0.4306096666666667,-0.408138,-0.4306096666666667
80,BA,2017-08-05,6,-0.15125766666666665,-0.0031739999999999997,-0.15125766666666665
80,BA,2017-08-06,3,-0.202735,-0.179815,-0.202735
80,BA,2017-08-07,12,0.00749166666666667,0.0188205,0.00749166666666667
80,BA,2017-08-08,5,-0.1900968,-0.010811,-0.1900968
80,BA,2017-08-09,13,-0.23111453846153845,-0.358933,-0.23111453846153845
80,BA,2017-08-10,4,0.17014725,0.047413,0.17014725
80,BA,2017-08-11,4,0.1189025,0.018207,0.1189025
80,BA,2017-08-12,3,0.27877766666666665,0.622068,0.27877766666666665
80,BA,2017-08-13,7,-0.011165999999999995,0.10655,-0.011165999999999995
80,BA,2017-08-14,4,-0.08607899999999999,0.051053,-0.08607899999999999
80,BA,2017-08-15,1,-0.556237,-0.556237,-0.556237
80,BA,2017-08-16,4,-0.8813885,-0.8817735,-0.8813885
80,BA,2017-08-17,10,-0.3266027,-0.30733299999999997,-0.3266027
80,BA,2017-08-18,8,-0.052652875,-0.031538000000000004,-0.052652875
80,BA,2017-08-20,13,0.41984969230769226,0.448604,0.41984969230769226
80,BA,2017-08-21,3,0.08204366666666667,0.052053,0.08204366666666667
80,BA,2017-08-22,11,0.16010272727272729,0.052827,0.16010272727272729
80,BA,2017-08-23,7,-0.023274857142857146,0.048033,-0.023274857142857146
80,BA,2017-08-24,5,-0.1848752,-0.029925,-0.1848752
80,BA,2017-08-25,4,-0.049873749999999994,-0.0733975,-0.049873749999999994
80,BA,2017-08-26,2,0.474312,0.474312,0.474312
80,BA,2017-08-28,12,0.41567975,0.5080534999999999,0.41567975
80,BA,2017-08-29,3,-0.23113033333333333,-0.196257,-0.23113033333333333
80,BA,2017-08-31,1,0.060136,0.060136,0.060136
80,BA,2017-09-01,2,-0.1308655,-0.1308655,-0.1308655
80,BA,2017-09-02,2,0.6368514999999999,0.6368514999999999,0.6368514999999999
80,BA,2017-09-03,1,0.030301,0.030301,0.030301
80,BA,2017-09-04,4,-0.1376435,-0.214594,-0.1376435
80,BA,2017-09-05,3,-0.1737496666666667,0.024519,-0.1737496666666667
80,BA,2017-09-06,5,0.049053,0.073293,0.049053
80,BA,2017-09-07,5,0.2385862,0.202659,0.2385862
80,BA,2017-09-08,5,0.009143599999999997,0.04711,0.009143599999999997
80,BA,2017-09-09,2,0.10375100000000001,0.10375100000000001,0.10375100000000001
80,BA,2017-09-10,1,0.149383,0.149383,0.149383
80,BA,2017-09-11,3,0.012407,0.002183,0.012407
80,BA,2017-09-12,9,-0.07372711111111113,0.006492,-0.07372711111111113
80,BA,2017-09-13,5,-0.08730819999999999,0.006585,-0.08730819999999999
80,BA,2017-09-14,1,-0.106186,-0.106186,-0.106186
80,BA,2017-09-15,5,-0.0973222,0.012099,-0.0973222
80,BA,2017-09-16,2,0.017503000000000005,0.017503000000000005,0.017503000000000005
80,BA,2017-09-17,2,-0.5260005,-0.5260005,-0.5260005
80,BA,2017-09-18,14,0.08165521428571429,0.019867000000000003,0.08165521428571429
80,BA,2017-09-19,12,-0.157518,-0.139425,-0.157518
80,BA,2017-09-20,43,-0.19936534883720933,-0.186987,-0.19936534883720933
80,BA,2017-09-21,25,-0.13859396000000002,-0.047254,-0.13859396000000002
80,BA,2017-09-22,10,0.2577549,0.0935785,0.2577549
80,BA,2017-09-23,5,0.04747459999999999,0.015288,0.04747459999999999
80,BA,2017-09-24,2,-0.297694,-0.297694,-0.297694
80,BA,2017-09-25,2,0.003431500000000004,0.003431500000000004,0.003431500000000004
80,BA,2017-09-26,1,0.064396,0.064396,0.064396
80,BA,2017-09-27,13,-0.18178153846153847,-0.264194,-0.18178153846153847
80,BA,2017-09-28,5,-0.5084031999999999,-0.562669,-0.5084031999999999
80,BA,2017-09-29,8,-0.025246124999999994,0.051488000000000006,-0.025246124999999994
80,BA,2017-09-30,2,-0.010790499999999998,-0.010790499999999998,-0.010790499999999998
80,BA,2017-10-01,8,0.074662625,0.08144850000000001,0.074662625
80,BA,2017-10-02,4,-0.11588800000000002,0.0041600000000000005,-0.11588800000000002
80,BA,2017-10-05,20,0.0639659,0.17782949999999997,0.0639659
80,BA,2017-10-06,9,0.2567421111111111,0.131667,0.2567421111111111
80,BA,2017-10-07,8,-0.152919875,-0.27406600000000003,-0.152919875
80,BA,2017-10-09,2,-0.012056000000000011,-0.012056000000000011,-0.012056000000000011
80,BA,2017-10-10,2,0.128636,0.128636,0.128636
80,BA,2017-10-11,9,-0.058021777777777776,0.030063,-0.058021777777777776
80,BA,2017-10-12,5,-0.009628599999999998,-0.034023,-0.009628599999999998
80,BA,2017-10-13,4,-0.42309874999999997,-0.423097,-0.42309874999999997
80,BA,2017-10-14,7,-0.12172557142857143,-0.031101,-0.12172557142857143
80,BA,2017-10-15,2,-0.4453025,-0.4453025,-0.4453025
80,BA,2017-10-16,8,-0.060765125,0.0175185,-0.060765125
80,BA,2017-10-17,13,0.1319823076923077,0.039308,0.1319823076923077
80,BA,2017-10-18,2,0.286656,0.286656,0.286656
80,BA,2017-10-19,1,0.677497,0.677497,0.677497
80,BA,2017-10-20,5,0.0947828,0.020417,0.0947828
