ticker,week_monday,weekly_log_return,n_trading_days,week_close,week_open,flag_short_week,flag_extreme
MCD,2016-12-26,-0.02237278628131012,4,18.1220989227,18.5403060913,False,False
MCD,2017-01-02,0.02590630785963466,4,18.5977096558,18.4747009277,False,False
MCD,2017-01-09,0.014444902633089285,5,18.8683013916,18.4911022186,False,False
MCD,2017-01-16,-0.016210256809170875,4,18.564907074,18.0811004639,False,False
MCD,2017-01-23,0.03130686275257055,5,19.1553096771,18.4993076324,False,False
MCD,2017-01-30,-0.0030011436234507194,5,19.09790802,18.8191108704,False,False
MCD,2017-02-06,-0.009057551121644192,5,18.9257087708,18.9585056305,False,False
MCD,2017-02-13,0.06052259084198752,5,20.1065139771,19.1881084442,False,False
MCD,2017-02-20,-0.01189782649153992,4,19.8687076569,20.3197116852,False,False
MCD,2017-02-27,0.05177541258810736,5,20.9245147705,20.1475124359,False,False
MCD,2017-03-06,-0.00512354855198538,5,20.8175811768,20.7682304382,False,False
MCD,2017-03-13,-0.01793976031890754,5,20.4474487305,20.8093547821,False,False
MCD,2017-03-20,-0.07256190243826888,5,19.0162944794,20.1020011902,False,False
MCD,2017-03-27,0.020124786643012094,5,19.4028701782,18.9422645569,False,False
MCD,2017-04-03,-0.018396093726203766,5,19.0491962433,19.4028701782,False,False
MCD,2017-04-10,-0.03604808451029573,4,18.3747386932,18.934047699,False,False
MCD,2017-04-17,0.01642679572380157,5,18.679069519,18.7613182068,False,False
MCD,2017-04-24,0.027363339388311925,5,19.1972484589,19.4357700348,False,False
MCD,2017-05-01,0.016992797809456395,5,19.5262508392,19.4193248749,False,False
MCD,2017-05-08,0.010892096432132625,5,19.7400951385,19.7071971893,False,False
MCD,2017-05-15,-0.04038811015973387,5,18.9587154388,19.7894477844,False,False
MCD,2017-05-22,0.008209511979682116,5,19.1149978638,18.9504947662,False,False
MCD,2017-05-29,-0.03130505282581808,4,18.5258712769,18.8435726166,False,False
MCD,2017-06-05,0.05291756145083637,5,19.532617569,18.492855072,False,False
MCD,2017-06-12,-0.010191082237114735,5,19.334569931,19.6233882904,False,False
MCD,2017-06-19,-0.02638003699458391,5,18.8311920166,19.7306671143,False,False
MCD,2017-06-26,0.06119142815090406,5,20.0194854736,18.8889541626,False,False
MCD,2017-07-03,0.023223896609576133,4,20.48985672,20.3660736084,False,False
MCD,2017-07-10,-0.025287290085116876,5,19.978219986,20.5393676758,False,False
MCD,2017-07-17,-0.01707965186516347,5,19.6398963928,19.8214416504,False,False
MCD,2017-07-24,0.009617425183145123,5,19.8296928406,19.7306671143,False,False
MCD,2017-07-31,0.03837180307994181,5,20.605381012,19.9039573669,False,False
MCD,2017-08-07,-0.0454716565116966,5,19.6894035339,20.5971298218,False,False
MCD,2017-08-14,-0.010109421590296819,5,19.4913578033,20.1515216827,False,False
MCD,2017-08-21,0.006330391438283289,5,19.6151371002,19.2933063507,False,False
MCD,2017-08-28,0.018474665833664528,5,19.9808883667,19.5738735199,False,False
MCD,2017-09-04,-0.05109686982855388,4,18.9855728149,19.3339347839,False,False
MCD,2017-09-11,0.06306280469782433,5,20.221414566,19.3754062653,False,False
MCD,2017-09-18,0.025912536987217294,5,20.7522506714,20.4868392944,False,False
MCD,2017-09-25,0.01270897177096364,5,21.0176734924,20.5365982056,False,False
MCD,2017-10-02,0.03375650187919366,5,21.7392673492,21.2499065399,False,False
MCD,2017-10-09,-0.014604395278363658,5,21.4240856171,21.4406757355,False,False
MCD,2017-10-16,0.050577139675305194,5,22.5355243683,21.7641506195,False,False
MCD,2017-10-23,0.022922444667537345,5,23.0580596924,22.5272274017,False,False
MCD,2017-10-30,0.0007192345428581604,5,23.0746498108,22.8921718597,False,False
MCD,2017-11-06,-0.04823346409632112,5,21.9880943298,23.0165901184,False,False
MCD,2017-11-13,0.0041409295935035395,5,22.079334259,21.8968544006,False,False
MCD,2017-11-20,-0.0011273697676186245,4,22.0544567108,22.1788673401,False,False
MCD,2017-11-27,0.05948658808636731,5,23.4062080383,22.0544567108,False,False
MCD,2017-12-04,0.03324875295708729,5,24.197517395,24.2058506012,False,False
MCD,2017-12-11,-0.00034436315273422835,5,24.1891860962,24.1058921814,False,False
MCD,2017-12-18,0.028515277342601397,5,24.8888759613,24.5556907654,False,False
MCD,2017-12-25,-0.01212142782105241,4,24.5890083313,24.8055801392,False,False
MCD,2018-01-01,0.02706930125334539,4,25.2637062073,24.9055347443,False,False
MCD,2018-01-08,0.02796007389881483,5,25.9800491333,25.0887889862,False,False
MCD,2018-01-15,0.01685015256612754,4,26.4215259552,26.0217037201,False,False
MCD,2018-01-22,0.015018876343425802,5,26.8213424683,26.6047744751,False,False
MCD,2018-01-29,-0.0077943536355320475,5,26.6131000519,26.8879795074,False,False
MCD,2018-02-05,-0.052034749172836126,5,25.2637062073,25.2054023743,False,False
MCD,2018-02-12,0.05266072997483118,5,26.6297645569,25.921749115,False,False
MCD,2018-02-19,0.0018747368359814942,4,26.6797351837,26.5964450836,False,False
MCD,2018-02-26,-0.00882119072534815,5,26.4454231262,27.0045909882,False,False
MCD,2018-03-05,0.0338802820934494,5,27.3567523956,26.8634605408,False,False
MCD,2018-03-12,-0.01695219997913444,5,26.8969039917,27.4570827484,False,False
MCD,2018-03-19,-0.0978935245531356,5,24.3886451721,26.7380485535,False,False
MCD,2018-03-26,0.027723123191842447,4,25.0742340088,25.4504737854,False,False
MCD,2018-04-02,-0.012076550948360687,5,24.7732448578,24.5056934357,False,False
MCD,2018-04-09,0.005721068225243542,5,24.9153804779,24.973903656,False,False
MCD,2018-04-16,0.015318459810205187,5,25.2999839783,25.0240726471,False,False
MCD,2018-04-23,-0.003641821096785236,5,25.2080135345,25.3501396179,False,False
MCD,2018-04-30,-0.028597431808544904,5,24.4973392487,25.015707016,False,False
MCD,2018-05-07,0.053815609439181955,5,25.8517971039,24.7816104889,False,False
MCD,2018-05-14,-0.021576356533851815,5,25.2999839783,26.0190162659,False,False
MCD,2018-05-21,-0.0033100878325771355,5,25.2163772583,25.5424442291,False,False
MCD,2018-05-28,-0.021444743618617146,4,24.6813755035,24.2130680084,False,False
MCD,2018-06-04,0.02053613011466826,5,25.1934757233,24.6813755035,False,False
MCD,2018-06-11,-0.024625965240810288,5,24.5806388855,25.2354488373,False,False
MCD,2018-06-18,-0.00995382886791818,5,24.3371810913,24.6813755035,False,False
MCD,2018-06-25,-0.027983402330787666,5,23.6655845642,23.9090328217,False,False
MCD,2018-07-02,-0.005691972298278447,4,23.5312633514,23.7411346436,False,False
MCD,2018-07-09,0.01838121714901142,5,23.9677963257,24.387550354,False,False
MCD,2018-07-16,0.05386457421956026,5,25.2942142487,25.0003948212,False,False
MCD,2018-07-23,0.030399444524223274,5,26.0749511719,25.8147068024,False,False
MCD,2018-07-30,0.014384317170965222,5,26.4527320862,26.284822464,False,False
MCD,2018-08-06,-0.010207702539146712,5,26.1840839386,26.4611244202,False,False
MCD,2018-08-13,-0.014532755828210231,5,25.8063087463,25.5880413055,False,False
MCD,2018-08-20,0.004867756474276064,5,25.9322338104,25.9154491425,False,False
MCD,2018-08-27,0.0012941058795545857,5,25.9658145905,26.284822464,False,False
MCD,2018-09-03,0.002556748827885258,4,26.0322875977,26.1421127319,False,False
MCD,2018-09-10,-0.016005439437420055,5,25.6189460754,25.9985389709,False,False
MCD,2018-09-17,0.021498947045630157,5,26.1756896973,25.5430202484,False,False
MCD,2018-09-24,-0.05192099280531037,5,24.8513011932,25.9310569763,False,False
MCD,2018-10-01,0.02580154884761532,5,25.5008468628,25.0115814209,False,False
MCD,2018-10-08,-0.0603352238060153,5,24.0077438354,25.5345859528,False,False
MCD,2018-10-15,-0.004931512128796278,5,23.8896408081,23.5522136688,False,False
MCD,2018-10-22,-0.07058305356705574,5,22.2615699768,23.0966949463,False,False
MCD,2018-10-29,0.055283114285063384,5,23.5269126892,22.4471549988,False,False
MCD,2018-11-05,0.02233736454216162,5,24.0583553314,23.6703147888,False,False
MCD,2018-11-12,-0.02736991845403125,5,23.4088096619,23.4088096619,False,False
MCD,2018-11-19,-0.028510650200594068,4,22.7508335114,23.4088096619,False,False
MCD,2018-11-26,0.051664059317646505,5,23.9571266174,23.2485332489,False,False
MCD,2018-12-03,-0.10488670586705062,4,21.5716323853,24.0752277374,False,False
MCD,2018-12-10,-0.03807290446609235,5,20.7657756805,21.0032958984,False,False
MCD,2018-12-17,-0.04640302670176766,5,19.8241958618,20.7572937012,False,False
MCD,2018-12-24,0.04271974841029191,4,20.6894302368,19.2812919617,False,False
MCD,2018-12-31,0.04763765809133558,4,21.6988792419,20.9014968872,False,False
MCD,2019-01-07,0.017438989786968673,5,22.0806045532,21.6819171906,False,False
MCD,2019-01-14,0.11833760258727688,5,24.8544597626,22.3690166473,False,False
MCD,2019-01-21,0.009511296683055726,4,25.0919857025,24.6763286591,False,False
MCD,2019-01-28,-0.041414124481561565,5,24.0740470886,25.134393692,False,False
MCD,2019-02-04,-0.0031759970612150745,5,23.9977092743,24.4981899261,False,False
MCD,2019-02-11,0.02857319668917846,5,24.6932907104,24.0994968414,False,False
MCD,2019-02-18,-0.0010313204281606758,4,24.6678371429,24.7102546692,False,False
MCD,2019-02-25,0.012970748409659283,5,24.9898815155,24.8290138245,False,False
MCD,2019-03-04,-0.022775364787944063,5,24.4271602631,24.7511558533,False,False
MCD,2019-03-11,0.022434210906715712,5,24.9813575745,24.674413681,False,False
MCD,2019-03-18,-0.08138047418247707,5,23.028886795,25.4247131348,False,False
MCD,2019-03-25,0.021246186325175387,5,23.5233974457,22.8839473724,False,False
MCD,2019-04-01,0.05259738201813979,5,24.7937831879,24.3333740234,False,False
MCD,2019-04-08,0.03679746672489692,5,25.7231254578,24.8705196381,False,False
MCD,2019-04-15,-0.004651129521213715,4,25.603761673,25.4417648315,False,False
MCD,2019-04-22,0.010599446095015175,5,25.8765907288,25.6208171844,False,False
MCD,2019-04-29,0.01179196369078861,5,26.1835327148,26.2346858978,False,False
MCD,2019-05-06,-0.03748960610339758,5,25.2200946808,25.9789009094,False,False
MCD,2019-05-13,-0.040709683601322766,5,24.2140102386,24.0861225128,False,False
