variable,coef,se_hc1,t_stat,p_value_norm_approx,ci95_low,ci95_high
post,0.020757475295050863,0.0032653793570969355,6.356834237325847,2.0595402777414314e-10,0.014357331755140871,0.027157618834960855
article_volume,-0.0006319448619771748,8.02754849048506e-05,-7.872202363227207,3.484519248570573e-15,-0.000789284812390682,-0.00047460491156366765
vix,0.00015710955401383297,0.0002227667944581273,0.7052646890035683,0.48064553076706623,-0.00027951336312409655,0.0005937324711517625
