week_monday,company_id,ticker,simple_mean_stance,n_articles,n_days_covered,has_data,is_imputed,weekly_log_return,n_trading_days,flag_short_week,flag_extreme,weekly_log_return_raw,d_simple_mean_stance,d_weekly_log_return
2015-11-30,157,ABNB,-0.25737,2.0,2.0,True,False,-0.0173663688056553,4.0,False,False,-0.0173663688056553,,
2015-12-07,157,ABNB,0.4598109999999999,2.0,2.0,True,False,-0.022389920977293,5.0,False,False,-0.022389920977293,0.7171809999999998,-0.005023552171637701
2015-12-14,157,ABNB,-0.787355,2.0,2.0,True,False,-0.0022415768983563,5.0,False,False,-0.0022415768983563,-1.247166,0.0201483440789367
2015-12-21,157,ABNB,-0.82829,0.0,,False,True,0.0496209616357172,4.0,False,False,0.0496209616357172,-0.040934999999999944,0.0518625385340735
2015-12-28,157,ABNB,-0.869225,0.0,,False,True,-0.0051306743283894,4.0,False,False,-0.0051306743283894,-0.040935000000000055,-0.0547516359641066
2016-01-04,157,ABNB,-0.91016,0.0,,False,True,-0.0801432037605911,5.0,False,False,-0.0801432037605911,-0.040934999999999944,-0.0750125294322017
2016-01-11,157,ABNB,-0.951095,1.0,1.0,True,False,-0.0391060285732098,5.0,False,False,-0.0391060285732098,-0.040935000000000055,0.0410371751873813
2016-01-18,157,ABNB,0.30342025,3.0,2.0,True,False,0.0231728077196082,4.0,False,False,0.0231728077196082,1.25451525,0.062278836292817996
2016-01-25,157,ABNB,0.30342025,0.0,,False,True,-0.0087262645213694,5.0,False,False,-0.0087262645213694,0.0,-0.0318990722409776
2016-02-01,157,ABNB,-0.634736,2.0,2.0,True,False,-0.0437040295762694,5.0,False,False,-0.0437040295762694,-0.93815625,-0.034977765054899995
2016-02-08,157,ABNB,-0.185109,2.0,1.0,True,False,0.0049820441070802,5.0,False,False,0.0049820441070802,0.449627,0.048686073683349596
2016-02-15,157,ABNB,-0.3861778333333333,5.0,2.0,True,False,0.0331283460469298,4.0,False,False,0.0331283460469298,-0.20106883333333328,0.028146301939849603
2016-02-22,157,ABNB,-0.61872375,3.0,2.0,True,False,0.0039982237243476,5.0,False,False,0.0039982237243476,-0.23254591666666674,-0.029130122322582205
2016-02-29,157,ABNB,-0.61872375,0.0,,False,True,0.0455041430972911,5.0,False,False,0.0455041430972911,0.0,0.041505919372943505
2016-03-07,157,ABNB,-0.928159,1.0,1.0,True,False,-0.0028005969278854,5.0,False,False,-0.0028005969278854,-0.30943524999999994,-0.048304740025176506
2016-03-14,157,ABNB,0.2363927499999999,3.0,2.0,True,False,0.0241767405023201,5.0,False,False,0.0241767405023201,1.1645517499999998,0.0269773374302055
2016-03-21,157,ABNB,-0.002871,1.0,1.0,True,False,-0.0190908414106201,4.0,False,False,-0.0190908414106201,-0.23926374999999991,-0.0432675819129402
2016-03-28,157,ABNB,-0.1392555,5.0,4.0,True,False,0.0249622847285562,5.0,False,False,0.0249622847285562,-0.1363845,0.0440531261391763
2016-04-04,157,ABNB,-0.1392555,0.0,,False,True,-0.0192864387064064,5.0,False,False,-0.0192864387064064,0.0,-0.0442487234349626
2016-04-11,157,ABNB,0.2557485,2.0,2.0,True,False,0.0340613230234154,5.0,False,False,0.0340613230234154,0.395004,0.0533477617298218
2016-04-18,157,ABNB,-0.3867543,7.0,5.0,True,False,0.0215220232036035,5.0,False,False,0.0215220232036035,-0.6425027999999999,-0.0125392998198119
2016-04-25,157,ABNB,-0.845565,1.0,1.0,True,False,-0.0212775867463279,5.0,False,False,-0.0212775867463279,-0.4588107,-0.0427996099499314
2016-05-02,157,ABNB,0.211974375,8.0,4.0,True,False,0.0123865988115201,5.0,False,False,0.0123865988115201,1.057539375,0.033664185557848
2016-05-09,157,ABNB,0.435625,1.0,1.0,True,False,0.028317816366687,5.0,False,False,0.028317816366687,0.223650625,0.0159312175551669
2016-05-16,157,ABNB,-0.0416176666666667,3.0,3.0,True,False,0.0518915943583757,5.0,False,False,0.0518915943583757,-0.4772426666666667,0.023573777991688704
2016-05-23,157,ABNB,-0.3921654999999999,5.0,3.0,True,False,0.0205059200292549,5.0,False,False,0.0205059200292549,-0.35054783333333317,-0.0313856743291208
2016-05-30,157,ABNB,-0.394634,1.0,1.0,True,False,-0.0021851720469339,4.0,False,False,-0.0021851720469339,-0.0024685000000000956,-0.0226910920761888
2016-06-06,157,ABNB,-0.332041125,10.0,4.0,True,False,-0.0079050702870304,5.0,False,False,-0.0079050702870304,0.06259287499999999,-0.005719898240096499
2016-06-13,157,ABNB,0.279210738095238,10.0,3.0,True,False,0.0,5.0,False,False,0.0,0.6112518630952379,0.0079050702870304
2016-06-20,157,ABNB,-0.3404753333333333,3.0,3.0,True,False,-0.0277173444567178,5.0,False,False,-0.0277173444567178,-0.6196860714285712,-0.0277173444567178
2016-06-27,157,ABNB,-0.4206525515151515,25.0,5.0,True,False,0.0134521179510018,5.0,False,False,0.0134521179510018,-0.08017721818181822,0.0411694624077196
2016-07-04,157,ABNB,-0.594346,2.0,2.0,True,False,0.0195385431907038,4.0,False,False,0.0195385431907038,-0.17369344848484852,0.006086425239701999
2016-07-11,157,ABNB,0.0860870555555555,6.0,3.0,True,False,0.0258290587885112,5.0,False,False,0.0258290587885112,0.6804330555555556,0.006290515597807401
2016-07-18,157,ABNB,0.1053937777777778,8.0,3.0,True,False,-0.0019303641251973,5.0,False,False,-0.0019303641251973,0.019306722222222295,-0.0277594229137085
